News Outlet,Date of Tweet,Tweets Ago,Text,Positive Score,Neutral Score,Negative Score,Composite Score
@nytimes,Sun Jul 29 17:00:11 +0000 2018,2,A Palestinian teenager jailed in Israel for kicking and slapping an Israeli soldier was released to a hero’s welcom… https://t.co/xPygRilTaF,0.0,0.842,0.158,-0.4939
@nytimes,Sun Jul 29 16:57:29 +0000 2018,3,"Muslim children were repeatedly warned about their clothing at a Delaware pool, leading to a mayoral apology and a… https://t.co/Tiv8eKlsGu",0.062,0.829,0.109,-0.2263
@nytimes,Sun Jul 29 16:30:14 +0000 2018,4,"“Seventeen years after 9/11, we still haven’t figured this out.” https://t.co/HImjaWhMHv",0.0,1.0,0.0,0.0
@nytimes,Sun Jul 29 16:15:07 +0000 2018,5,"For some, a proposed cap on services like Uber is a civil rights issue. “Race-based refusal is a serious issue amon… https://t.co/S6kLiZjIFY",0.12,0.817,0.062,0.296
@nytimes,Sun Jul 29 16:00:10 +0000 2018,6,Pressed at his 2006 hearing to express an opinion about whether the president could legally override the torture ba… https://t.co/7satPHbAvW,0.06,0.773,0.167,-0.5423
@nytimes,Sun Jul 29 15:45:08 +0000 2018,7,The Trump pick to lead the EPA's Superfund toxic waste program was Dow Chemical's lawyer during its own disputed di… https://t.co/xjIS08Okg1,0.0,0.785,0.215,-0.6369
@nytimes,Sun Jul 29 15:30:11 +0000 2018,8,"“So many people think they know me,” says Cynthia Nixon, the actress-turned-candidate for governor of New York, in… https://t.co/RUoaVUpx58",0.0,1.0,0.0,0.0
@nytimes,Sun Jul 29 15:15:03 +0000 2018,9,"For more than 2 decades, Jeff Loeffelholz was an understudy in ""Chicago."" Then he killed himself. Now the productio… https://t.co/eC3e2WKliD",0.0,0.8,0.2,-0.6705
@nytimes,Sun Jul 29 15:13:32 +0000 2018,10,"RT @NYTimesPR: Statement of A.G. Sulzberger, Publisher, The New York Times, in response to President Trump’s tweet about their meeting http…",0.0,1.0,0.0,0.0
@nytimes,Sun Jul 29 15:00:10 +0000 2018,11,"When it gets cold in Bangkok, pet owners dress their dogs in sweatshirts or, if they have the money, Burberry rainc… https://t.co/hybxIR6iej",0.0,1.0,0.0,0.0
@nytimes,Sun Jul 29 14:50:06 +0000 2018,12,"As millions of Venezuelans wage a daily fight for survival at home, others have found a safe haven for their money… https://t.co/dlKgR40AQQ",0.123,0.766,0.111,0.0772
@nytimes,Sun Jul 29 14:40:05 +0000 2018,13,"The comedy-destroying, soul-affirming art of Hannah Gadsby https://t.co/YIc9W6GXex https://t.co/T2fOvaHR5J",0.0,1.0,0.0,0.0
@nytimes,Sun Jul 29 14:30:09 +0000 2018,14,"These islands in the South Pacific are disappearing, but their inhabitants are doing everything they can to stay https://t.co/DAPrXjDrOt",0.0,1.0,0.0,0.0
@nytimes,Sun Jul 29 14:20:06 +0000 2018,15,A 60-year-old man fatally shot his father and stepmother in a nursing home in Texas https://t.co/8r0CatQ3E1,0.0,0.756,0.244,-0.6369
@nytimes,Sun Jul 29 14:10:03 +0000 2018,16,"Summer thrillers, a parody of smutty novels, a dark family memoir: Here are 10 new books we recommend this week https://t.co/BBboCB4D3F",0.175,0.825,0.0,0.3818
@nytimes,Sun Jul 29 13:55:06 +0000 2018,17,"RT @nytimesbusiness: An undeveloped, 157-acre hilltop plot of land is about to go on sale in Los Angeles. The asking price: $1 billion. htt…",0.0,1.0,0.0,0.0
@nytimes,Sun Jul 29 13:29:57 +0000 2018,18,"Some argue that comedy is broken. But Mike Birbiglia, Kate Berlant, Maria Bamford, Sacha Baron Cohen and Hannah Gad… https://t.co/4qufrZcz7H",0.078,0.756,0.167,-0.25
@nytimes,Sun Jul 29 13:12:06 +0000 2018,19,How to rekindle a friendship that has faded — and what to do if things don't go as you hoped https://t.co/IgsEpGPmYL,0.244,0.756,0.0,0.6705
@nytimes,Sun Jul 29 12:55:01 +0000 2018,20,"After 18 months of bruising White House conflicts and bitter criticism, Jared Kushner and Ivanka Trump as comfortab… https://t.co/iWw0brStrR",0.0,0.658,0.342,-0.8074
@nytimes,Sun Jul 29 17:15:06 +0000 2018,21,"Paul Manafort, the lobbyist who helped run President Trump’s 2016 campaign, is scheduled to go to trial on financia… https://t.co/DFZgJ4J0Ev",0.0,1.0,0.0,0.0
@nytimes,Sun Jul 29 17:00:11 +0000 2018,22,A Palestinian teenager jailed in Israel for kicking and slapping an Israeli soldier was released to a hero’s welcom… https://t.co/xPygRilTaF,0.0,0.842,0.158,-0.4939
@nytimes,Sun Jul 29 16:57:29 +0000 2018,23,"Muslim children were repeatedly warned about their clothing at a Delaware pool, leading to a mayoral apology and a… https://t.co/Tiv8eKlsGu",0.062,0.829,0.109,-0.2263
@nytimes,Sun Jul 29 16:30:14 +0000 2018,24,"“Seventeen years after 9/11, we still haven’t figured this out.” https://t.co/HImjaWhMHv",0.0,1.0,0.0,0.0
@nytimes,Sun Jul 29 16:15:07 +0000 2018,25,"For some, a proposed cap on services like Uber is a civil rights issue. “Race-based refusal is a serious issue amon… https://t.co/S6kLiZjIFY",0.12,0.817,0.062,0.296
@nytimes,Sun Jul 29 16:00:10 +0000 2018,26,Pressed at his 2006 hearing to express an opinion about whether the president could legally override the torture ba… https://t.co/7satPHbAvW,0.06,0.773,0.167,-0.5423
@nytimes,Sun Jul 29 15:45:08 +0000 2018,27,The Trump pick to lead the EPA's Superfund toxic waste program was Dow Chemical's lawyer during its own disputed di… https://t.co/xjIS08Okg1,0.0,0.785,0.215,-0.6369
@nytimes,Sun Jul 29 15:30:11 +0000 2018,28,"“So many people think they know me,” says Cynthia Nixon, the actress-turned-candidate for governor of New York, in… https://t.co/RUoaVUpx58",0.0,1.0,0.0,0.0
@nytimes,Sun Jul 29 15:15:03 +0000 2018,29,"For more than 2 decades, Jeff Loeffelholz was an understudy in ""Chicago."" Then he killed himself. Now the productio… https://t.co/eC3e2WKliD",0.0,0.8,0.2,-0.6705
@nytimes,Sun Jul 29 15:13:32 +0000 2018,30,"RT @NYTimesPR: Statement of A.G. Sulzberger, Publisher, The New York Times, in response to President Trump’s tweet about their meeting http…",0.0,1.0,0.0,0.0
@nytimes,Sun Jul 29 15:00:10 +0000 2018,31,"When it gets cold in Bangkok, pet owners dress their dogs in sweatshirts or, if they have the money, Burberry rainc… https://t.co/hybxIR6iej",0.0,1.0,0.0,0.0
@nytimes,Sun Jul 29 14:50:06 +0000 2018,32,"As millions of Venezuelans wage a daily fight for survival at home, others have found a safe haven for their money… https://t.co/dlKgR40AQQ",0.123,0.766,0.111,0.0772
@nytimes,Sun Jul 29 14:40:05 +0000 2018,33,"The comedy-destroying, soul-affirming art of Hannah Gadsby https://t.co/YIc9W6GXex https://t.co/T2fOvaHR5J",0.0,1.0,0.0,0.0
@nytimes,Sun Jul 29 14:30:09 +0000 2018,34,"These islands in the South Pacific are disappearing, but their inhabitants are doing everything they can to stay https://t.co/DAPrXjDrOt",0.0,1.0,0.0,0.0
@nytimes,Sun Jul 29 14:20:06 +0000 2018,35,A 60-year-old man fatally shot his father and stepmother in a nursing home in Texas https://t.co/8r0CatQ3E1,0.0,0.756,0.244,-0.6369
@nytimes,Sun Jul 29 14:10:03 +0000 2018,36,"Summer thrillers, a parody of smutty novels, a dark family memoir: Here are 10 new books we recommend this week https://t.co/BBboCB4D3F",0.175,0.825,0.0,0.3818
@nytimes,Sun Jul 29 13:55:06 +0000 2018,37,"RT @nytimesbusiness: An undeveloped, 157-acre hilltop plot of land is about to go on sale in Los Angeles. The asking price: $1 billion. htt…",0.0,1.0,0.0,0.0
@nytimes,Sun Jul 29 13:29:57 +0000 2018,38,"Some argue that comedy is broken. But Mike Birbiglia, Kate Berlant, Maria Bamford, Sacha Baron Cohen and Hannah Gad… https://t.co/4qufrZcz7H",0.078,0.756,0.167,-0.25
@nytimes,Sun Jul 29 13:12:06 +0000 2018,39,How to rekindle a friendship that has faded — and what to do if things don't go as you hoped https://t.co/IgsEpGPmYL,0.244,0.756,0.0,0.6705
@nytimes,Sun Jul 29 12:55:01 +0000 2018,40,"After 18 months of bruising White House conflicts and bitter criticism, Jared Kushner and Ivanka Trump as comfortab… https://t.co/iWw0brStrR",0.0,0.658,0.342,-0.8074
@nytimes,Sun Jul 29 12:54:16 +0000 2018,41,Bush Claimed Power to Override a Torture Ban. What Did Brett Kavanaugh Think About That? https://t.co/DRxTbZslMb,0.0,0.634,0.366,-0.8176
@nytimes,Sun Jul 29 12:51:51 +0000 2018,42,"Playlist: The Playlist: Blood Orange’s Fragile Pop, and 11 More New Songs https://t.co/lRctJ69SZk",0.0,1.0,0.0,0.0
@nytimes,Sun Jul 29 12:25:05 +0000 2018,43,The Trump tax cuts were supposed to mobilize Republican voters and help the party keep the House. But that's not ho… https://t.co/orKrgFDFyw,0.152,0.782,0.066,0.2732
@nytimes,Sun Jul 29 12:09:53 +0000 2018,44,"Ahed Tamimi, Palestinian Teenager Who Slapped Israeli Soldier, Is Released From Jail https://t.co/o7dbNqSpRh",0.0,1.0,0.0,0.0
@nytimes,Sun Jul 29 11:56:06 +0000 2018,45,A Turkish educator in Mongolia was briefly abducted in part of an apparent campaign against allies of an exiled cle… https://t.co/hAIW2PjrBU,0.0,0.852,0.148,-0.5106
@nytimes,Sun Jul 29 11:41:49 +0000 2018,46,How do you take your phone on vacation without it ruining your trip? https://t.co/OKwpeQeV3q,0.118,0.882,0.0,0.1877
@nytimes,Sun Jul 29 11:25:02 +0000 2018,47,"“It wasn’t ‘I’m racist and I want to glorify slavery,’” one Civil War re-enactor said. “Nobody really thought a lot… https://t.co/cb5sGI9I69",0.179,0.538,0.283,-0.5994
@nytimes,Sun Jul 29 11:08:59 +0000 2018,48,Twitter Made Everything a Joke https://t.co/RzPj5Ot54k,0.355,0.645,0.0,0.296
@nytimes,Sun Jul 29 10:57:10 +0000 2018,49,"RT @NYTStyles: Horse girls may be perceived as privileged, prissy or weird, all for their pursuit of a wholesome hobby. At Breyerfest, they…",0.118,0.813,0.069,0.296
@nytimes,Sun Jul 29 10:40:03 +0000 2018,50,"When police in India arrested 17 men accused of assaulting an 11-year-old girl, there was a wave of public fury. Th… https://t.co/csbutgP2AG",0.0,0.58,0.42,-0.9062
@nytimes,Sun Jul 29 10:23:42 +0000 2018,51,Field Notes: And Nobody Noticed It Was a Fake Cake https://t.co/ksGwVaEXT4,0.0,0.744,0.256,-0.4767
@nytimes,Sun Jul 29 10:10:03 +0000 2018,52,China built a $50 million space mission control station in Argentina. It's a striking symbol of its  push to transf… https://t.co/IAtblI36as,0.0,1.0,0.0,0.0
@nytimes,Sun Jul 29 09:50:58 +0000 2018,53,Michael Rapaport has long been known for speaking his mind ... and stirring controversy along the way. But now he’s… https://t.co/ngy8RNpkab,0.0,1.0,0.0,0.0
@nytimes,Sun Jul 29 09:34:22 +0000 2018,54,"""Pixar and a lot of other studios are finally seeing that you can’t keep drawing creativity from the same well over… https://t.co/XD1ctN99nJ",0.198,0.802,0.0,0.5719
@nytimes,Sun Jul 29 09:15:41 +0000 2018,55,Personal Health: How to Minimize Pancreatic Cancer Risk https://t.co/iwQOdtD7nL,0.0,0.519,0.481,-0.7579
@nytimes,Sun Jul 29 09:04:25 +0000 2018,56,"""We exist."" In 2016, Ibtihaj Muhammad became the first Muslim woman to represent the U.S. at the Olympics wearing a… https://t.co/h2L0HT5J0i",0.0,1.0,0.0,0.0
@nytimes,Sun Jul 29 08:45:27 +0000 2018,57,"If we understand why tick bites cause a sudden, strange meat allergy, we could better understand how all allergies… https://t.co/lBOpQlA3go",0.134,0.783,0.083,0.2732
@nytimes,Sun Jul 29 08:26:53 +0000 2018,58,"RT @nytimesvows: If the wedding cake tastes like Styrofoam, you might be eating the wrong one. Because, to save some money, it might actual…",0.191,0.705,0.104,0.3818
@nytimes,Sun Jul 29 08:10:38 +0000 2018,59,"""When I get on my bike, that’s my art."" To police officers, dirt bike riding is a nuisance. But for riders, the spo… https://t.co/L8Qq8HfbjP",0.0,0.925,0.075,-0.1779
@nytimes,Sun Jul 29 07:54:29 +0000 2018,60,"To the casual observer, it may appear that Britain is completely unprepared to deal with longs spells of scorching-… https://t.co/v1blGi0NvV",0.087,0.913,0.0,0.2023
@nytimes,Sun Jul 29 07:38:24 +0000 2018,61,"A new phishing scam has been landing in users’ inboxes, showing old passwords as proof of a hack. Here’s what's goi… https://t.co/VM5fWqBQEj",0.0,0.837,0.163,-0.5719
@nytimes,Sun Jul 29 07:21:07 +0000 2018,62,"Bangkok Dispatch: Seeking ‘a Good Afterlife,’ and Not Just for Humans https://t.co/9pC6ggd2K6",0.209,0.791,0.0,0.4404
@nytimes,Sun Jul 29 07:20:04 +0000 2018,63,Many gravely ill people often perk up right before dying. Nobody knows why. https://t.co/ieQVY9xqmi,0.0,0.694,0.306,-0.6486
@nytimes,Sun Jul 29 07:01:42 +0000 2018,64,RT @NYTScience: Scott Pruitt's former deputy is now in charge at the EPA. He's taking a more disciplined approach to dismantling environmen…,0.0,1.0,0.0,0.0
@nytimes,Sun Jul 29 06:43:09 +0000 2018,65,"RT @NYTSports: Missy Franklin, once the seemingly always exuberant girl so many predicted would be the next Michael Phelps, now finds herse…",0.153,0.847,0.0,0.5859
@nytimes,Sun Jul 29 06:26:59 +0000 2018,66,"RT @matthew_ruby: ""It’s kind of like how snowboarding they coined the term frontside indy, which doesn’t exist in skateboarding, and it’s s…",0.095,0.905,0.0,0.2975
@nytimes,Sun Jul 29 06:09:04 +0000 2018,67,Several key political parties in Pakistan are paving the way for Imran Khan to form a majority in the country's par… https://t.co/zLNJ7JbMMr,0.119,0.881,0.0,0.4019
@nytimes,Sun Jul 29 05:49:17 +0000 2018,68,"RT @nytimesbooks: ""This month I’ve committed to only reading books about shipwrecks where people had to eat somebody."" https://t.co/QsCO4zW…",0.104,0.896,0.0,0.2732
@nytimes,Sun Jul 29 05:32:41 +0000 2018,69,"Is it possible to be sexual, but to not be seen as an object? In her video “Girlfriend,” Héloïse Letissier — her bo… https://t.co/dJqG53Md4N",0.0,1.0,0.0,0.0
@nytimes,Sun Jul 29 05:15:49 +0000 2018,70,"""For an hour on a weekend afternoon, I didn’t think of anything except the microcosmic forest in front of me"": Insi… https://t.co/vhKQZfjLuW",0.0,1.0,0.0,0.0
@nytimes,Sun Jul 29 04:58:40 +0000 2018,71,RT @nytimesbusiness: It's called dark money for a reason: It's hard to trace. But millions of it were spent to kill the Affordable Care Act…,0.13,0.635,0.234,-0.5346
@nytimes,Sun Jul 29 04:41:35 +0000 2018,72,"RT @nytopinion: ""The effect of Agent Orange on my children has broken my heart. One was born with a cleft palate and her jaw doesn’t line u…",0.0,0.89,0.11,-0.4767
@nytimes,Sun Jul 29 04:25:05 +0000 2018,73,"For almost 20 years, a pedestrian zone in Hong Kong has been a hub for street performers. Now the government will c… https://t.co/fCXKT4tGZG",0.0,1.0,0.0,0.0
@nytimes,Sun Jul 29 04:24:00 +0000 2018,74,"Cambodia Votes for a Leader, With the Result Predetermined by One https://t.co/fRoPxK1cpn",0.0,1.0,0.0,0.0
@nytimes,Sun Jul 29 04:02:37 +0000 2018,75,"For a delicious way to eat summer tomatoes, try this garlicky tomato toast recipe https://t.co/GJpYDMEhcf https://t.co/Jf88OOH7ZU",0.209,0.791,0.0,0.5719
@nytimes,Sun Jul 29 03:45:29 +0000 2018,76,Millions of smart TVs are tracking everything you watch for the sake of advertisers. If that doesn’t sit right with… https://t.co/sRIEw3AohN,0.119,0.881,0.0,0.4019
@nytimes,Sun Jul 29 03:26:49 +0000 2018,77,You should never skip the opening credits. @poniewozik explains why.  https://t.co/1xUQE8QfV0,0.2,0.8,0.0,0.3612
@nytimes,Sun Jul 29 03:08:11 +0000 2018,78,It's not your just imagination: Netflix is stockpiling original programming. Here are 9 things worth checking out. https://t.co/7UVjHkX3vV,0.219,0.781,0.0,0.4939
@nytimes,Sun Jul 29 02:49:04 +0000 2018,79,"A $50 million space station in Argentina is a symbol of China’s push to mold Latin America, often in ways that unde… https://t.co/MLNyquNNzn",0.0,1.0,0.0,0.0
@nytimes,Sun Jul 29 02:40:02 +0000 2018,80,"RT @maggieNYT: For months, Trump's relationship to Kushner seemed tense. Trump ""could've had Tom Brady"" as a son-in-law, he told several pe…",0.0,0.893,0.107,-0.34
@nytimes,Sun Jul 29 02:12:03 +0000 2018,81,"RT @nytimesarts: For more than two decades, Jeff Loeffelholz was an understudy at ""Chicago."" Then he killed himself. Now the production and…",0.0,0.824,0.176,-0.6705
@nytimes,Sun Jul 29 01:56:42 +0000 2018,82,Uzo Aduba on her character in “Orange Is the New Black”: “What I learned very early is that Suzanne is truth starin… https://t.co/Xv08iF5KJM,0.099,0.901,0.0,0.3182
@nytimes,Sun Jul 29 01:41:56 +0000 2018,83,"Her dead calf resting on her nose, an orca whale has swum in mourning for more than 3 days in the Pacific Northwest… https://t.co/HG6eDDUIRz",0.0,0.745,0.255,-0.802
@nytimes,Sun Jul 29 01:24:08 +0000 2018,84,"Some of them met on Instagram and most of them haven’t graduated from high school, but together, these teens are bu… https://t.co/XBGQ7MUdBT",0.0,1.0,0.0,0.0
@nytimes,Sun Jul 29 01:06:48 +0000 2018,85,This summery bundt packs a double dose of strawberry flavor https://t.co/LIGZWQVV2W https://t.co/YJVMTRwkqy,0.0,1.0,0.0,0.0
@nytimes,Sun Jul 29 00:47:37 +0000 2018,86,"RT @UpshotNYT: The 2016 election may be in the past, but this map remains a reliable indication of how people feel about President Trump to…",0.0,1.0,0.0,0.0
@nytimes,Sun Jul 29 00:32:05 +0000 2018,87,New Hampshire is 94% white. Business leaders and government officials want to make the state more diverse. https://t.co/eGSQbDTuPL,0.071,0.929,0.0,0.0772
@nytimes,Sun Jul 29 00:18:07 +0000 2018,88,"Texas Nursing Home Shooting That Left 5 Dead Was Likely Murder-Suicide, Police Say https://t.co/sfYOGHoH0p",0.0,0.736,0.264,-0.6486
@nytimes,Sun Jul 29 00:10:37 +0000 2018,89,Muslims Describe Being Confronted at Pool: ‘We’re Portrayed as Troublemakers’ https://t.co/OeROnkByai,0.0,0.847,0.153,-0.2023
@nytimes,Sat Jul 28 23:57:45 +0000 2018,90,"In House Race, 2 Female Candidates Clash on Economy and Guns https://t.co/s4SflwRV4p",0.0,1.0,0.0,0.0
@nytimes,Sat Jul 28 23:55:04 +0000 2018,91,"The penthouse was often reserved for the largest, most expensive apartments. But as real estate prices fall, lounge… https://t.co/sZX5JzjtBG",0.0,1.0,0.0,0.0
@nytimes,Sat Jul 28 23:42:04 +0000 2018,92,"RT @nytimesmusic: Blood Orange’s fragile pop, and 11 more new songs. Hear the Playlist. https://t.co/OLpl5kJQOM https://t.co/UJEOeMYorf",0.0,1.0,0.0,0.0
@nytimes,Sat Jul 28 23:17:07 +0000 2018,93,"Mike Pence, Holy Terror https://t.co/CaruMXVqHd",0.0,0.541,0.459,-0.5267
@nytimes,Sat Jul 28 23:08:49 +0000 2018,94,The Ethicist: Should I Forgo Gay Sex to Donate Blood? https://t.co/iOlpWtRHqR,0.0,1.0,0.0,0.0
@nytimes,Sat Jul 28 22:53:01 +0000 2018,95,"A woman and 2 of her great-grandchildren died in the Carr Fire, the family said. https://t.co/Ssu7B2E6gA",0.0,0.667,0.333,-0.7184
@nytimes,Sat Jul 28 22:43:05 +0000 2018,96,"RT @nytopinion: ""My voice evoked rage and disgust from my peers,"" writes @guybranum. ""I kept it hidden and tried to fit into a role that di…",0.078,0.688,0.234,-0.7184
@nytimes,Sat Jul 28 22:34:02 +0000 2018,97,"Woman and Two of Her Great-Grandchildren Die in Carr Fire, Family Says https://t.co/J5hlULtruX",0.0,0.636,0.364,-0.743
@nytimes,Sat Jul 28 22:31:40 +0000 2018,98,"Corner Office: Dan Schulman of PayPal on Guns, Cash and Getting Punched https://t.co/h9ZVetXBRF",0.0,1.0,0.0,0.0
@nytimes,Sat Jul 28 22:20:03 +0000 2018,99,"RT @nytimesbooks: Sean Spicer details his many regrets in a new book, and interviewers on his publicity tour are grilling him https://t.co/…",0.0,0.889,0.111,-0.3612
@nytimes,Sat Jul 28 22:02:02 +0000 2018,100,"RT @NYTNational: The bus station in McAllen, Tex., has become America's new Ellis Island. See it for yourself here https://t.co/W99S63AZDG…",0.0,1.0,0.0,0.0
